protein_id	length	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_full	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	CPLCP_feature_score	CPLCP_feature_class	weird_characters
Dmo_CPR_Uncharacterized_111	120	8.3	6.7	6.7	2.5	2.5	7.5	35.0	38.8	3.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_112	185	6.5	6.5	5.9	5.4	4.9	11.4	25.9	20.0	5.0	1	0	0	1	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_114	271	9.2	4.4	5.5	9.2	7.4	4.1	36.2	37.5	12.5	0	0	0	2	0	4	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_115	200	3.5	6.5	11.5	6.0	11.0	18.0	22.5	13.8	11.2	1	1	0	5	1	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_116	185	3.8	7.6	7.6	8.1	12.4	9.7	27.6	21.2	10.0	0	0	0	6	1	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_118	138	8.0	14.5	6.5	4.3	5.8	5.8	26.1	31.2	6.2	2	1	0	1	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_119	176	5.7	11.9	7.4	2.8	12.5	8.0	20.5	22.5	16.2	0	0	0	4	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_12	77	10.4	3.9	7.8	2.6	1.3	10.4	31.2	31.2	1.3	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_120	153	3.3	9.2	4.6	4.6	3.9	9.2	36.6	33.8	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_13	320	5.9	15.0	2.2	6.2	0.3	4.4	37.8	36.2	0.0	8	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_14	130	4.6	11.5	4.6	5.4	0.8	6.9	36.9	36.2	1.2	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_15	102	2.0	12.7	3.9	3.9	2.0	5.9	41.2	41.2	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_16	347	11.5	3.5	4.9	1.4	0.3	8.1	45.2	35.0	0.0	1	3	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_17	349	9.2	16.9	1.7	1.4	0.3	12.3	25.8	18.8	0.0	5	0	0	0	1	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_18	120	7.5	8.3	5.0	3.3	0.8	4.2	37.5	41.2	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_19	120	7.5	6.7	5.8	6.7	7.5	7.5	31.7	32.5	6.2	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_20	97	5.2	9.3	3.1	4.1	6.2	8.2	32.0	32.5	6.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_21	192	4.7	2.6	4.2	5.2	6.8	6.8	41.1	43.8	2.5	0	0	0	1	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_22	133	5.3	7.5	5.3	3.0	1.5	6.0	42.1	41.2	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_23	126	7.1	5.6	8.7	8.7	1.6	7.9	33.3	32.5	2.5	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_24	89	12.4	4.5	4.5	5.6	1.1	6.7	36.0	37.5	1.2	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_25	180	4.4	6.7	11.7	2.2	0.6	5.6	35.6	31.2	0.0	2	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_26	202	5.4	2.0	4.0	9.4	5.9	6.9	38.6	48.8	6.2	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_28	242	5.4	5.0	7.0	4.5	1.7	23.6	25.2	25.0	2.5	2	1	0	0	1	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_30	174	10.3	5.2	4.6	5.2	1.7	6.9	30.5	25.0	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_31	206	8.7	3.4	9.2	2.4	0.5	18.4	35.9	36.2	1.2	1	0	0	0	2	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_32	118	1.7	5.9	5.9	5.9	1.7	8.5	47.5	50.0	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_33	150	10.7	10.0	1.3	2.7	12.0	6.0	26.0	26.2	13.8	4	0	0	3	0	4	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_34	144	11.8	10.4	2.8	1.4	1.4	9.7	29.9	33.8	2.5	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_35	122	8.2	10.7	1.6	3.3	5.7	7.4	30.3	30.0	7.5	1	0	0	1	0	4	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_36	119	9.2	9.2	1.7	4.2	2.5	6.7	32.8	33.8	3.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_37	121	9.1	9.1	1.7	5.0	2.5	6.6	32.2	32.5	3.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_38	123	8.9	8.9	1.6	6.5	0.0	6.5	35.8	36.2	0.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_39	119	9.2	10.9	1.7	6.7	0.0	8.4	32.8	33.8	0.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_40	121	6.6	9.9	1.7	6.6	0.8	5.8	33.1	33.8	1.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_41	117	8.5	8.5	2.6	5.1	1.7	6.8	35.0	35.0	2.5	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_42	189	5.3	7.4	3.7	3.7	7.4	5.8	30.2	27.5	8.8	0	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_43	124	12.1	6.5	7.3	2.4	3.2	19.4	27.4	31.2	2.5	0	0	0	0	1	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_44	518	9.8	6.8	4.2	8.1	3.1	2.1	33.8	37.5	3.8	4	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_46	272	7.0	7.4	5.1	1.8	1.8	22.4	30.1	18.8	0.0	2	0	0	0	0	0	no_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_47	253	5.1	7.5	6.3	3.6	1.2	4.7	42.3	55.0	1.2	2	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_48	164	8.5	7.9	8.5	3.7	4.3	7.3	33.5	40.0	6.2	1	1	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_49	340	9.7	11.5	5.3	2.4	1.2	3.8	37.1	16.2	0.0	9	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_50	242	1.2	5.8	4.1	5.0	24.4	19.8	24.8	18.8	31.2	1	0	0	11	4	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_51	319	1.9	2.5	1.9	1.6	0.0	2.5	54.5	50.0	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_52	103	5.8	7.8	5.8	1.0	5.8	6.8	32.0	31.2	7.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_53	146	6.8	8.9	5.5	6.2	2.7	5.5	28.8	33.8	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_54	194	6.2	5.7	5.2	7.2	2.6	4.6	35.6	40.0	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_56	165	10.3	13.3	6.7	3.0	0.6	4.8	21.2	31.2	0.0	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_57	145	8.3	13.8	6.9	4.1	5.5	4.1	25.5	22.5	3.8	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_58	179	10.1	17.3	3.9	2.2	1.1	3.9	22.9	32.5	0.0	7	0	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_59	176	8.0	14.2	8.0	5.1	5.1	4.0	21.0	20.0	6.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_60	176	8.0	14.2	8.0	5.1	5.1	3.4	21.6	21.2	6.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_61	211	7.6	9.0	8.1	2.8	11.8	3.8	31.3	28.8	13.8	2	0	0	6	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_62	191	8.4	16.2	8.9	4.7	4.7	4.7	20.9	25.0	10.0	4	0	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_63	227	9.7	15.4	9.7	4.8	3.5	4.4	20.3	25.0	7.5	4	0	0	1	0	4	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_64	226	16.8	7.5	6.6	3.1	0.9	8.4	35.0	36.2	0.0	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_65	237	13.9	3.0	11.8	5.5	2.5	7.2	31.6	27.5	2.5	1	4	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_66	158	15.2	5.7	7.6	4.4	6.3	12.0	22.8	17.5	8.8	1	2	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_67	294	7.1	8.2	5.4	2.4	12.9	8.5	24.5	37.5	12.5	6	1	0	6	0	4	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_68	233	15.0	3.4	9.0	2.6	1.7	6.9	39.1	40.0	1.2	4	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_7	230	8.3	4.3	5.7	7.4	1.3	9.1	33.9	30.0	0.0	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_71	258	13.2	11.2	4.7	2.7	0.4	3.5	17.8	16.2	0.0	13	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_72	192	8.3	11.5	6.8	6.2	1.0	6.2	23.4	17.5	1.2	0	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_73	118	10.2	16.1	4.2	2.5	0.8	5.9	26.3	32.5	0.0	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_74	193	13.5	13.5	6.2	4.1	2.6	6.7	18.7	17.5	5.0	3	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_76	294	3.4	3.7	3.1	5.4	0.7	4.1	46.3	32.5	0.0	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_77	216	7.4	5.1	7.9	4.6	3.2	6.5	28.7	28.8	1.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_78	238	3.8	8.4	6.3	1.7	3.8	7.1	33.2	37.5	5.0	2	0	0	1	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_79	104	3.8	10.6	2.9	1.9	1.9	8.7	36.5	37.5	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_8	107	7.5	2.8	8.4	3.7	5.6	17.8	32.7	35.0	5.0	0	0	0	0	1	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_80	112	4.5	10.7	3.6	1.8	1.8	8.0	35.7	37.5	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_81	253	20.2	2.8	5.9	6.7	1.2	12.6	25.3	10.0	2.5	0	0	0	0	1	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_82	109	3.7	7.3	7.3	8.3	2.8	5.5	39.4	43.8	2.5	0	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_83	106	4.7	10.4	2.8	2.8	0.9	6.6	38.7	40.0	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_84	101	4.0	7.9	4.0	3.0	1.0	8.9	38.6	40.0	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_85	104	3.8	9.6	4.8	3.8	1.0	8.7	36.5	37.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_86	106	4.7	10.4	2.8	2.8	0.9	6.6	37.7	38.8	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_87	110	4.5	9.1	4.5	3.6	2.7	9.1	36.4	36.2	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_88	100	4.0	14.0	4.0	3.0	2.0	7.0	37.0	38.8	2.5	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_89	100	4.0	15.0	4.0	3.0	1.0	7.0	37.0	38.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_90	110	4.5	10.0	9.1	5.5	2.7	6.4	33.6	32.5	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_91	121	5.0	4.1	3.3	5.8	3.3	6.6	32.2	30.0	3.8	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_92	111	3.6	4.5	4.5	0.9	2.7	8.1	42.3	42.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_93	108	4.6	11.1	3.7	4.6	0.9	10.2	36.1	37.5	1.2	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_95	135	8.1	11.9	5.9	5.2	9.6	6.7	22.2	21.2	10.0	3	0	0	2	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_96	164	4.3	6.7	8.5	3.7	15.2	6.7	32.3	31.2	13.8	2	0	0	5	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_97	114	7.0	7.9	7.0	7.9	1.8	7.0	41.2	40.0	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_98	163	5.5	10.4	8.0	3.1	10.4	10.4	21.5	21.2	11.2	0	0	0	2	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_99	91	4.4	4.4	8.8	3.3	0.0	11.0	36.3	36.2	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_A	235	8.1	6.4	3.4	7.7	1.7	7.7	36.6	36.2	3.8	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_B	282	3.2	7.4	4.3	4.3	5.0	11.3	41.1	30.0	7.5	2	0	0	2	0	3	moderate_CPLCP_feature_support	
Dmo_CPR_Uncharacterized_D	90	4.4	12.2	6.7	10.0	1.1	5.6	33.3	33.8	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle1	369	4.6	5.4	3.5	3.8	2.7	15.2	39.6	37.5	2.5	0	0	0	0	1	1	weak_CPLCP_feature_support	
Dmo_Tweedle10	288	4.9	5.6	2.8	4.2	1.4	3.8	37.8	22.5	2.5	1	0	0	0	0	0	no_CPLCP_feature_support	
Dmo_Tweedle11	285	3.9	4.6	3.5	3.5	0.7	11.6	40.7	41.2	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle12	255	6.7	5.5	3.5	4.3	0.8	5.5	34.9	25.0	0.0	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle13	220	8.6	4.5	4.5	3.6	1.8	1.8	33.2	33.8	3.8	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle14	235	8.9	4.3	5.1	2.6	1.3	6.0	37.4	37.5	2.5	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle15	304	10.9	4.6	6.9	5.9	3.9	4.9	34.5	35.0	2.5	0	3	0	2	0	4	moderate_CPLCP_feature_support	
Dmo_Tweedle16	308	4.5	5.2	3.2	3.2	0.6	17.9	31.2	23.8	1.2	2	0	0	0	0	0	no_CPLCP_feature_support	
Dmo_Tweedle17	277	8.7	5.8	4.0	3.6	1.4	5.4	35.7	30.0	1.2	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle18	227	4.4	3.5	4.8	2.6	0.4	9.3	36.6	38.8	1.2	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle19	315	4.4	4.4	2.9	3.8	0.6	16.2	34.6	30.0	1.2	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle2	206	9.7	5.8	4.9	4.4	1.9	4.4	33.5	26.2	2.5	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle20	280	5.7	6.1	2.9	3.6	0.7	14.6	30.7	23.8	1.2	3	0	0	0	0	0	no_CPLCP_feature_support	
Dmo_Tweedle21	231	5.2	6.5	3.0	4.8	1.7	6.5	32.0	27.5	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle22	295	4.4	5.4	3.1	3.4	1.0	18.6	33.6	28.8	2.5	4	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle23	240	5.8	5.8	3.8	3.3	2.5	7.1	36.2	30.0	2.5	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle24	354	10.5	7.6	3.4	4.5	2.8	5.6	43.2	45.0	5.0	3	0	0	1	0	4	moderate_CPLCP_feature_support	
Dmo_Tweedle25	295	9.5	7.8	3.7	4.7	1.7	6.8	37.6	42.5	2.5	5	0	0	0	0	3	moderate_CPLCP_feature_support	
Dmo_Tweedle26	296	5.4	8.1	3.0	4.4	4.1	7.8	40.9	36.2	3.8	1	0	0	1	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle3	229	10.0	6.1	5.2	7.4	0.9	8.3	36.7	31.2	0.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle4	372	5.6	9.9	5.4	4.0	1.6	11.3	36.3	35.0	0.0	4	0	0	1	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle5	201	23.9	10.4	6.0	7.0	1.5	3.0	21.4	16.2	1.2	4	0	0	0	0	1	weak_CPLCP_feature_support	
Dmo_Tweedle6	190	24.2	8.4	7.4	5.8	2.6	5.3	24.7	20.0	1.2	2	1	0	1	0	2	weak_CPLCP_feature_support	
Dmo_Tweedle7	357	16.5	6.2	5.0	5.0	3.4	3.4	31.9	28.8	1.2	1	1	0	1	0	3	moderate_CPLCP_feature_support	
Dmo_Tweedle8	284	8.1	3.9	3.9	4.6	1.1	36.3	22.2	13.8	0.0	2	1	0	0	4	1	weak_CPLCP_feature_support	
Dmo_Tweedle9	328	8.5	5.5	2.7	3.7	2.4	3.7	43.9	47.5	1.2	3	1	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPF1	181	7.7	10.5	7.7	1.7	8.8	3.9	30.4	33.8	10.0	1	1	0	1	0	3	moderate_CPLCP_feature_support	
Dps_CPF2	237	11.0	15.2	7.6	4.6	2.5	3.4	27.4	37.5	5.0	10	1	0	0	0	4	moderate_CPLCP_feature_support	
Dps_CPF3	201	12.4	15.4	9.5	6.0	1.5	3.5	22.9	33.8	2.5	10	1	0	0	0	3	moderate_CPLCP_feature_support	
Dps_CPLCG1	123	12.2	18.7	1.6	0.8	4.9	8.1	17.1	15.0	5.0	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPLCG2	147	6.8	8.8	1.4	0.7	4.8	19.7	17.0	16.2	7.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPLCG3	135	11.9	12.6	1.5	0.0	5.2	8.1	17.0	15.0	6.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_100	124	8.1	7.3	6.5	2.4	2.4	7.3	33.1	37.5	3.8	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_101	120	8.3	4.2	5.8	2.5	3.3	6.7	35.0	40.0	2.5	0	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_102	254	1.6	8.7	4.7	4.3	3.5	16.9	37.8	20.0	5.0	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_104	133	8.3	9.8	6.0	5.3	10.5	6.0	20.3	20.0	11.2	3	0	0	2	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_105	155	4.5	5.8	9.0	3.9	15.5	6.5	34.2	33.8	12.5	1	0	0	4	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_106	215	7.9	3.7	6.5	0.9	5.1	15.3	29.8	28.8	6.2	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_11	112	7.1	11.6	1.8	5.4	2.7	6.2	31.2	32.5	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_12	112	7.1	11.6	1.8	5.4	2.7	6.2	31.2	32.5	3.8	1	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_13	121	8.3	12.4	1.7	1.7	6.6	7.4	30.6	33.8	8.8	1	0	0	1	0	4	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_14	138	10.1	13.8	1.4	2.2	9.4	7.2	26.8	28.8	10.0	3	0	0	2	0	4	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_15	93	1.1	6.5	2.2	6.5	2.2	9.7	40.9	40.0	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_16	147	11.6	4.1	5.4	5.4	12.2	8.2	26.5	30.0	15.0	1	0	0	3	0	4	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_17	319	10.7	10.0	3.8	3.1	0.9	4.1	27.0	10.0	1.2	12	1	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_18	191	8.9	11.5	7.3	5.8	1.6	7.3	22.5	15.0	2.5	2	2	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_19	114	9.6	11.4	3.5	2.6	0.9	7.9	26.3	31.2	1.2	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_2	284	6.3	1.8	5.6	0.7	0.4	33.5	33.1	37.5	0.0	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_20	215	13.0	10.7	7.0	4.2	3.7	9.8	15.3	12.5	6.2	3	1	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_22	203	6.4	6.9	6.4	4.4	6.9	13.8	25.6	20.0	5.0	1	0	0	2	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_24	307	8.5	5.9	6.5	10.1	8.5	4.2	35.5	36.2	13.8	0	1	0	3	0	4	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_25	198	3.0	7.1	12.1	6.6	11.1	18.2	24.7	20.0	13.8	1	0	0	3	2	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_26	214	4.2	4.7	4.2	8.9	13.6	7.5	32.7	26.2	11.2	0	0	0	6	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_27	260	6.5	8.8	5.4	2.3	2.3	6.9	38.1	42.5	1.2	1	2	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_28	127	15.7	6.3	7.1	3.1	3.1	18.9	26.0	28.8	2.5	0	1	0	0	1	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_29	72	1.4	4.2	6.9	4.2	9.7	12.5	30.6	30.6	9.7	0	0	0	1	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_3	122	6.6	3.3	7.4	4.9	1.6	7.4	33.6	37.5	2.5	0	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_30	226	6.2	8.4	6.2	4.0	3.1	5.8	34.5	32.5	1.2	3	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_31	332	8.7	8.4	3.9	1.2	21.1	6.9	26.2	33.8	32.5	9	0	0	12	0	5	strong_CPLCP_feature_support	
Dps_CPR_Uncharacterized_32	224	14.7	8.9	6.2	4.0	1.8	8.0	35.7	35.0	3.8	3	1	0	1	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_33	242	9.5	14.5	9.9	4.1	5.4	4.1	19.8	21.2	8.8	6	0	0	0	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_34	211	8.1	16.1	9.0	5.2	5.2	4.3	19.4	21.2	8.8	2	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_35	231	8.2	7.8	7.8	3.0	11.3	3.0	31.2	27.5	12.5	1	0	0	6	0	4	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_36	233	9.0	12.4	9.0	4.7	4.3	2.6	23.6	21.2	8.8	2	1	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_37	217	10.6	13.8	3.7	2.8	0.9	2.8	22.6	26.2	0.0	6	0	0	0	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_38	151	7.9	17.2	6.0	4.0	6.6	4.0	25.2	21.2	6.2	5	0	0	1	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_39	198	11.1	11.6	7.6	2.5	1.0	4.0	18.2	30.0	1.2	3	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_4	188	6.9	7.4	7.4	2.7	2.7	6.4	37.2	41.2	3.8	1	1	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_40	174	7.5	14.9	3.4	3.4	7.5	5.2	29.3	38.8	15.0	4	0	0	2	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_42	190	6.8	10.5	8.4	4.2	5.3	5.3	26.8	30.0	6.2	1	1	0	1	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_43	137	4.4	7.3	5.8	1.5	11.7	5.8	27.0	30.0	12.5	1	0	0	3	0	3	moderate_CPLCP_feature_support	
Dps_CPR_Uncharacterized_44	138	7.2	9.4	5.1	4.3	2.9	5.8	37.0	40.0	2.5	2	0	0	0	0	1	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_45	127	8.7	3.1	5.5	1.6	0.8	9.4	33.9	32.5	1.2	1	0	0	0	0	2	weak_CPLCP_feature_support	
Dps_CPR_Uncharacterized_46	190	6.8	5.3	5.3	2.6	6.8	9.5	36.3	36.2	12.5	1	1	0	1	1	3	moderate_CPLCP_feature_support	
